,Tweet ID,Sentiment,Tweet Text,Tweet Label
264,1192824709076922373,neutral,I m choosing Scorbunny to join me on my adventure through the Galar region in PokemonSwordShield,0
265,1192824695139250178,negative,RT Stick the kettle on and sit tight we re only one week away from PokemonSwordShield,-1
266,1192824680530563079,neutral,RT We re one week out from PokemonSwordShield Have you picked your starter yet,0
267,1192824671399493633,positive,RT The Tetris99 PokemonSwordShield MAXIMUS CUP is ready to go Will you be playing this weekend official,1
268,1192824624041668609,negative,RT Stick the kettle on and sit tight we re only one week away from PokemonSwordShield,-1
269,1192824615267110913,negative,RT Stick the kettle on and sit tight we re only one week away from PokemonSwordShield,-1
270,1192824605007679494,positive,RT The Tetris99 PokemonSwordShield MAXIMUS CUP is ready to go Will you be playing this weekend official,1
271,1192824570639716353,positive,RT Ready to look stylish during your journey in the Galar region From outerwear gloves to makeup options and more pic,1
272,1192824557935243264,neutral,RT We re one week out from PokemonSwordShield Have you picked your starter yet,0
273,1192824537836138502,positive,RT Just think In exactly one week we ll already have PokemonSwordShield and be in the early stages of exploring Galar ARE,1
274,1192824486728482818,positive,RT One more week despite all the controversy I m still ultra excited and I m ready ScorbunnySquad PokemonSwordShield,1
275,1192824480395083776,negative,RT Stick the kettle on and sit tight we re only one week away from PokemonSwordShield,-1
276,1192824469015937029,negative,RT Stick the kettle on and sit tight we re only one week away from PokemonSwordShield,-1
277,1192824464431632389,negative,RT Tired after a long day of traveling around the Galar region Use Pok mon Camp to set up camp and take a break You can cook cu,-1
278,1192824463458537473,negative,RT Stick the kettle on and sit tight we re only one week away from PokemonSwordShield,-1
279,1192824457053843463,negative,RT Stick the kettle on and sit tight we re only one week away from PokemonSwordShield,-1
280,1192824404394303488,negative,RT Stick the kettle on and sit tight we re only one week away from PokemonSwordShield,-1
281,1192824368180674562,positive,RT Just think In exactly one week we ll already have PokemonSwordShield and be in the early stages of exploring Galar ARE,1
282,1192824279903166466,positive,RT Just think In exactly one week we ll already have PokemonSwordShield and be in the early stages of exploring Galar ARE,1
283,1192824270377947139,negative,RT Stick the kettle on and sit tight we re only one week away from PokemonSwordShield,-1
284,1192824238497030145,neutral,RT otumami GIGANTAMAX PokemonSwordShield Poke,0
285,1192824220499226624,negative,RT Stick the kettle on and sit tight we re only one week away from PokemonSwordShield,-1
286,1192824200542732288,positive,RT Just think In exactly one week we ll already have PokemonSwordShield and be in the early stages of exploring Galar ARE,1
287,1192824166472400899,negative,RT Stick the kettle on and sit tight we re only one week away from PokemonSwordShield,-1
288,1192824150496358402,positive,RT Just think In exactly one week we ll already have PokemonSwordShield and be in the early stages of exploring Galar ARE,1
289,1192824091482447872,positive,RT LIVE 6 Tage Days 6Tage 7h Wir schauen uns den neuen Char an in Smash Pokemon Double Shiny Hunting Heute ein Shiny,1
290,1192824053427580932,positive,RT tK A new commercial and gameplay trailer featuring the Wild Area has been released The commercial is absolute Take a,1
291,1192824027448041474,positive,RT LIVE 6 Tage Days 6Tage 7h Wir schauen uns den neuen Char an in Smash Pokemon Double Shiny Hunting Heute ein Shiny,1
292,1192823991578304513,neutral,RT otumami GIGANTAMAX PokemonSwordShield Poke,0
293,1192823955591225345,neutral,1 SEMANA PokemonSwordShield,0
294,1192823950788698113,neutral,RT I m choosing Scorbunny to join me on my adventure through the Galar region in PokemonSwordShield,0
295,1192823945340342272,negative,RT Stick the kettle on and sit tight we re only one week away from PokemonSwordShield,-1
296,1192823926713438210,positive,RT Only one week left This pretty landscape is by PokemonSwordShield,1
297,1192823897298784256,negative,RT Stick the kettle on and sit tight we re only one week away from PokemonSwordShield,-1
298,1192823888918515717,neutral,For all you Pokemon PokemonLeaks boys I got you covered PokemonSwordShield,0
299,1192823806387200001,negative,RT Stick the kettle on and sit tight we re only one week away from PokemonSwordShield,-1
