,Tweet ID,Sentiment,Tweet Text,Tweet Label
251,1.19262E+18,neutral,AirPodsPro,0
252,1.19262E+18,neutral,AirPodsPro,0
253,1.19262E+18,positive,The Apple AirPods were popular but they didn t match all ears or provide the best sound Finally with the AirPods,1
254,1.19261E+18,positive,RT Pods Lulu Pods SUPER cute designs for Apple Airpods airpods2 AirPodsPro On sale for the Holidays Follow for more notif,1
255,1.19261E+18,neutral,AirPodsPro,0
256,1.19261E+18,positive,Thoughts so far about Apple s wireless earbuds WomenInTech IoT AirPodsPro via,1
257,1.19261E+18,positive,RT Amazing the new AirPodsPro,1
258,1.19261E+18,neutral,AirpodsPro Noise Cancellation test in the noisiest of environments,0
259,1.19261E+18,neutral,AirPodsPro,0
260,1.19261E+18,neutral,RT airpodspro,0
261,1.19261E+18,positive,RT Counterfeit Airpods Pro appears in Shenzhen China after 7 days of Genuine Airpods Pro released China steals US IP to,1
262,1.19261E+18,neutral,AirPods pro 2 12 PUB,0
263,1.19261E+18,neutral,Me with my AirPodsPro Jordan,0
264,1.19261E+18,neutral,RT 10 Airpods Razer Airpods pro 1 Razer Wireless 3 Reichaa 10 3 RT,0
265,1.19261E+18,positive,I finally landed a pair of AirPodsPro Let s see if the hype is real,1
266,1.19261E+18,neutral,RT 10 Airpods Razer Airpods pro 1 Razer Wireless 3 Reichaa 10 3 RT,0
267,1.19261E+18,negative,AirPods Pro thoughts Up Small ANC Sensor Down Bugs Tips Bellsprout AirPodsPro AirPods,-1
268,1.19261E+18,neutral,AirPods Pro AirPodsPro Apple,0
269,1.1926E+18,neutral,RT 10 Airpods Razer Airpods pro 1 Razer Wireless 3 Reichaa 10 3 RT,0
270,1.1926E+18,positive,RT trent Apple AirPods Pro Review Are They Best Yet For 2020 airpods airpod airpodspro airpodpro appleairpodreview,1
271,1.1926E+18,neutral,AirPodsPro Apple GO,0
272,1.1926E+18,positive,RT Amazing the new AirPodsPro,1
273,1.1926E+18,positive,RT Not only does explain sound in just the best way imaginable she was also nice enough to join me for the AirPo,1
274,1.1926E+18,neutral,RT Planning another giveaway for BlackFriday amp cybermonday2019 Winner will get to choose between AirPodsPro 100 GC,0
275,1.1926E+18,neutral,If found slide into my DMs AirPodsPro,0
276,1.1926E+18,positive,RT If you use Spotify a slight EQ tweak will help clean up AirPodsPro a bit,1
277,1.1926E+18,negative,doesn t seem to care about keeping AirPodsPro stocked in big box stores in Oregon Washington I don t even,-1
278,1.1926E+18,positive,RT trent Apple AirPods Pro Review Are They Best Yet For 2020 airpods airpod airpodspro airpodpro appleairpodreview,1
279,1.1926E+18,neutral,RT 10 Airpods Razer Airpods pro 1 Razer Wireless 3 Reichaa 10 3 RT,0
280,1.1926E+18,positive,AirPods to AirPod Pros is like tadpole to frog in metamorphosis AirPods AirPodsPro,1
281,1.1926E+18,positive,Doing a side by side comparison of AirPodsPro vs original AirPods and wow noise cancellation technology is powerf,1
282,1.1926E+18,neutral,RT Apple Airpods pro 5 iTunes 1 amp UP iPhoneXR Apple AirPod,0
283,1.1926E+18,neutral,RT AirPods iPhone11 12 1,0
284,1.1926E+18,positive,RT trent Apple AirPods Pro Review Are They Best Yet For 2020 airpods airpod airpodspro airpodpro appleairpodreview,1
285,1.1926E+18,positive,RT Pods Lulu Pods SUPER cute designs for Apple Airpods airpods2 AirPodsPro On sale for the Holidays Follow for more notif,1
286,1.19259E+18,neutral,RT assocprof WF 1000XM3 or AirPods Pro,0
287,1.19259E+18,neutral,RT assocprof WF 1000XM3 or AirPods Pro,0
288,1.19259E+18,neutral,RT 08 02 Airpods Airpods pro 1 Airpods 1 YouTube RT 2,0
289,1.19259E+18,neutral,RT assocprof WF 1000XM3 or AirPods Pro,0
290,1.19259E+18,positive,RT AIRPODS PRO GIVEAWAY TO ENTER Follow us on Instagram like and share the post Once we hit 3K Instagram,1
291,1.19259E+18,neutral,AirPodsPro WF1000XM3 Apple,0
292,1.19259E+18,neutral,WF 1000XM3 or AirPods Pro,0
293,1.19259E+18,neutral,RT 10 Airpods Razer Airpods pro 1 Razer Wireless 3 Reichaa 10 3 RT,0
294,1.19259E+18,negative,RT AirPodsPro QnA Q Does the Active Noise Cancellation work when only wearing 1 Earphone A No Q How g,-1
295,1.19259E+18,positive,RT New Video Apple AirPods Pro Unboxing Best from Apple If you plan to buy a new pair of E,1
296,1.19259E+18,neutral,RT Air Pods Pro 3 Never Die 19 RT,0
297,1.19259E+18,neutral,RT AirPodsPro Coach iPhone,0
298,1.19259E+18,positive,RT trent Apple AirPods Pro Review Are They Best Yet For 2020 airpods airpod airpodspro airpodpro appleairpodreview,1
299,1.19259E+18,neutral,RT AirPodsPro fitment excuse all the grays,0
