,Tweet ID,Sentiment,Tweet Text,Tweet Label
271,1192885510248660992,positive,If jobs with titles like Route Service Sales Representative 4 Day Workweek sound appealing to you follow us to,1
272,1192884860366442496,positive,We re hiring in KCMO MO Click the link in our bio to apply to this job and more Production Associate Washer,1
273,1192884147078885376,positive,Cintas Corporation is looking for teammates like you See our latest Labor job openings including Production As,1
274,1192881328733114369,neutral,Want to land a job like Sales Specialist Fire Protection at Cintas Corporation Applicant tracking systems look,0
275,1192880869200908288,neutral,Can you recommend anyone for this job Route Service Sales Representative cintasjobs,0
276,1192880617643397120,neutral,If you re looking for work in Olyphant PA check out this job Garment Processor cintasjobs,0
277,1192880574353965056,positive,Want to work in StCharles MO View our latest opening LINK CUSTOM HASHTAGS cintasjobs,1
278,1192879061472727041,neutral,Click the link in our bio to see currently open Service jobs like Management Trainee at Cintas Corporation in Cul,0
279,1192878096157827073,positive,See our latest Williston VT Sales job opportunity and click the link in our bio to apply Sales Representative U,1
280,1192876455564201985,positive,This job might be a great fit for you Loader Unloader 2nd shift cintasjobs,1
281,1192875786308472832,neutral,If you re looking for work in Reno NV check out this job Route Service Sales Representative Sanis 4 day Work,0
282,1192875450621554688,positive,This job might be a great fit for you Sales Representative Facility Services cintasjobs Sales,1
283,1192874482068672512,positive,We re hiring in Youngstown OH Click the link in our bio to apply to this job and more Service Sales Representati,1
284,1192873518142091265,positive,This Labor job might be a great fit for you Click the link in our bio to see it and more Production Associate L,1
285,1192871456104828929,positive,This BusinessMgmt job might be a great fit for you Click the link in our bio to see it and more Uniform Room Att,1
286,1192870490836103168,positive,Stop staring at the clock every day It s time for a new career Follow us to view jobs with titles like Deep Clea,1
287,1192869859907883008,neutral,Want to work at Cintas Corporation We re hiring in Frankfort IN Click the link in our bio for details on this j,0
288,1192868936917798913,neutral,Nervous to apply for a job like Route Check in Coordinator at Cintas Corporation Apply even if you re not a 100,0
289,1192868137298878464,positive,Interested in a job in Ontario CA This could be a great fit Click the link in our bio to apply Loader Unloader,1
290,1192868095603310592,neutral,Can you recommend anyone for this job Service Sales Representative Fire Protection cintasjobs,0
291,1192867969719648256,neutral,Looking to score a job at Cintas Corporation You re in luck Click the link in our bio for the job description and,0
292,1192867423013064704,positive,See our latest Harrisburg NC job and click to apply Service Sales Representative First Aid and Safety,1
293,1192866712107929600,positive,Want to work in Edmonton AB Canada View our latest opening LINK CUSTOM HASHTAGS cintasjobs Salesrep,1
294,1192866246972149760,neutral,This job is now open at Cintas Corporation in MenomoneeFalls WI Follow us and turn on mobile alerts to hear abou,0
295,1192865954813734913,positive,This job might be a great fit for you Utility III Operator 3rd Shift cintasjobs,1
296,1192864276957954049,neutral,Want to work at Cintas Corporation We re hiring in Laurel MD Click for details cintasjobs,0
297,1192863390596644864,positive,See our latest Indianapolis IN Sales job opportunity and click the link in our bio to apply Route Service Sales,1
298,1192863138246299648,positive,This Service job might be a great fit for you Click the link in our bio to see it and more Advanced Management C,1
299,1192861165149282305,positive,Interested in a job in Utility IV Operator This could be a great fit cintasjobs,1
